text,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_label_short,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
"Wiz Khalifa annoys the shit out of me with his ""no blunt"" policy but the bitch hops on the codeine train no problem.",True,True,True,True,T,T,T,T,T,"['Marijuana', 'Codeine']",['Codeine'],['Codeine'],T,"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
Lil Nigo X Camouflage Codeine the mixtape is coming very soon..,False,True,True,True,F,T,T,F,T,['Codeine'],['Codeine'],['Codeine'],F,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I'm sippin that lean , hurtin my splean but I'm sippin it clean , sippin codeine....",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"but  i don't want clothes from mountain dew 

i just want soda to pour my codeine in",True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],T,"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
"birds in the trap sing brian mcknight, percocet and codeine please don't take my life",True,True,True,True,T,T,T,T,T,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']",T,"['codeine', 'oxycodone']",['codeine'],['codeine'],"['codeine', 'oxycodone']","['codeine', 'oxycodone']"
"Mix the codeine with the sprite and i pop me a xan bitch,  i'm getting to the money i ain't changing my plan",True,True,True,True,T,T,T,T,T,"['Codeine', 'other']","['Codeine', 'other']","['Codeine', 'other', 'Benzodiazepine']",T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Ain't nothing important to me except codeine over ice noww,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],"['methamphetamine', 'codeine']",['codeine']
"Now I'm on ocean drive sippin codeine w/the top down
20grand on me, lotta jewelry n a glock 9",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"thanks. I've taken a night nurse! Just one, not two. Codeine hates me so I try to avoid it",False,True,True,False,F,F,F,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Crock-Pot Codeine Presents: Imagination (RIP Gene Wilder),True,True,True,True,T,T,T,F,F,['Codeine'],['Codeine'],"['Codeine', 'LSD']",F,"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
omg I'm on sm codeine atm BC of my pain that my excuse I'm off it,False,True,True,True,T,T,T,T,T,['Codeine'],"['Codeine', 'other']",['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Hydrocodone. More potent than codeine. Used in combination with anti collinergic homatropine yaaaaaaaas,True,True,True,True,T,T,T,F,T,"['Codeine', 'Hydrocodone', 'other']","['Codeine', 'Hydrocodone', 'other']","['Codeine', 'Hydrocodone', 'other']",F,"['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']"
"Laurie: ""I don't think you're going to get me my money, rue. You might have to sell some 🐱"" 

Rue: … 

Laurie: ""here's some morphine""",True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Morphine will put you on your ass by force ngl. That's the shit they had me on when I broke my leg.,False,True,True,False,F,F,F,T,T,['Morphine'],['Morphine'],['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
GODDAMNIT SHE GIVIN HA MORPHINE IT'S OVER FORREAL DIS TIME,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I just left your bedroom
Give me some morphine
Is there any more to do?",True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
It's hell tryna engage in conversation whole time u need 40 mg IV morphine,False,True,True,True,F,T,T,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Cannula's are my worst enemy. These are from the nurses spending almost 2 hours, while I was unconscious from morphine, trying to put a cannula in me!",False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Sister Morphine is greater than anything Wilson ever penned. Why the F couldn't they lose that ""doo-wah"" shit, just once? 

BB existed all through 70's into 80's.. but no one noticed, at ALL, because of ""Some Girls"" and ""Tattoo You"". 🤣",False,False,False,False,F,F,F,F,F,['Morphine'],,['Morphine'],F,"['methamphetamine', 'morphine']","['methamphetamine', 'morphine']",['morphine'],['morphine'],['morphine']
"He maybe needs morphine for a few days . It's easier to control pain if you bring down properly for a few days and then use normal pain relief . It's like a fire , get it under control then it's easier to manage (this is what my pain doctor tells me )",False,False,False,False,F,F,F,F,F,['Morphine'],,"['other', 'Morphine']",F,"['oxymorphone', 'methamphetamine', 'morphine', 'mdma']","['methamphetamine', 'morphine', 'mdma']",['morphine'],"['oxymorphone', 'morphine']",['morphine']
is now really the time to discuss all this stuff? while Jacob recovers from battle? also why do we keep saying we love each other when it doesn't matter ??? talk about torture sheesh get that morphine drip Carlisle pls,False,True,True,True,F,T,T,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Do you have the full judgement ? If you do , please share it with me. ✨",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"I bet it was Imitrex (unless they just gave you morphine). Yeah, migraines are the worst! I'm lucky that I hardly ever get them any more-- maybe once a year-- but when I was a teenager, once a month.",False,False,False,False,F,F,F,F,F,"['other', 'Morphine']",,['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Two people are facing charges after police say they had morphine, marijuana, and a large hunting knife in a car. Details:",True,True,False,False,F,T,F,T,T,"['Marijuana', 'Morphine']","['Marijuana', 'Morphine']","['Marijuana', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
in on TRVN and having to test my patience. It gots its FDA approval on olivyn a new opioid to replace morphine. Waiting on the DEA number around 73 days out. But i have learned PATIENCE IS KEY.,False,False,False,False,F,F,T,T,T,"['other', 'Morphine']",,"['other', 'Morphine']",T,"['hydrocodone', 'morphine']",['morphine'],['morphine'],"['hydrocodone', 'morphine']",['morphine']
Morphine is more powerful than single malt scotch 😳,True,True,False,False,F,F,F,F,T,"['other', 'Morphine']",,"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Nu on air: Morphine - The Other Side (Unders Remix),False,False,True,True,F,F,F,F,T,['Morphine'],,['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"MORPHINE
#ALDUBatADNLove ❤️👩‍❤️‍👨💚",False,False,False,True,F,F,T,T,F,['Morphine'],['Morphine'],['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"The CDC site says that opiates are specifically natural-origin opioids such as heroin, morphine and codeine, while opioids is all substances that interact with opioid receptors. Her usage is correct.",False,False,False,False,F,F,F,T,T,"['other', 'Codeine', 'Morphine']","['Codeine', 'Morphine', 'other']","['Codeine', 'Morphine', 'Opioids', 'Opiates']",T,"['ketamine', 'codeine', 'morphine', 'oxycodone']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'hydrocodone', 'morphine', 'oxycodone']","['codeine', 'morphine']"
Yep morphine is going to send them on a trip right to there death . That's bs . 😡😡😡😡,False,True,True,True,F,T,T,T,T,['Morphine'],"['other', 'Morphine']",['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Sister has brought me painkillers, it's a codeine thing for period cramps, but I figure it'll work on migraines, delicious opioid relief",True,True,False,True,T,T,T,F,T,"['other', 'Codeine']",['Codeine'],['Codeine'],F,"['codeine', 'hydrocodone', 'morphine']",['codeine'],['codeine'],"['codeine', 'hydrocodone', 'morphine']",['codeine']
"The new   is every bit as beautiful as I'd hoped it would be. Sounding like a John Martyn, Codeine & Red House Painters mash-up.",False,False,False,False,F,F,F,F,T,['Codeine'],,['Codeine'],F,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
What appears like an ordinary cough medication is proving to be the most sought after drug ingredient. Codeine is...,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Can see me getting hooked on codeine to fall asleep 😳,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
If niggas not kut in 2k17 Mypark then I kan't play with u period😂 friends & all‼️,False,False,False,True,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
Got Promethzine & Codeine 🍇🍼  All N My Belly #RIPSwiepy,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"In any case, I think I'm going to go with White Zombie over Morphine, which will lose me some coolness points but ""Astro-Creep"" is almost certainly a Top 20 metal album for me",False,False,False,False,F,F,F,F,F,['Morphine'],,['other'],F,"['phencyclidine', 'morphine']","['phencyclidine', 'morphine']",['morphine'],['morphine'],['morphine']
"Which is why (and I will NOT retract this) so many in the care homes HAD to die. They died to kick start Project Fear. The evidence is now coming out that many many of them were being fed a combination of Midazolam and Morphine. The same sort of treatment used in Gosport ""deaths""",True,True,False,True,F,F,F,F,F,"['other', 'Morphine']","['other', 'Morphine']","['Midazolam', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"When the nurse asked me if I wanted the morphine it was as much as I could do to squeak ""yes please""... utter agony",False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I fully agree.  It was my target months ago.   

Sadly Pfizer bought out the Feds.  

Like any good dealer you gotta push the stash at hand.",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"Wow, the Karen is strong in this 'dealer technical expert' #maythefarcebewithyou",False,False,True,True,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
Unlike the multiple dealer system with whatever bids/asks which depend on the specific dealer's current situation. The Fed could in theory outbid everyone for unlimited Tsy but this would kill the financial system due to scarcity on other ends(happened in March 2020),False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Or it's george floyd, and his dealer is here😇😆",True,True,True,True,T,T,T,T,T,,['other'],['other'],T,[],[],[],[],[]
Oohhhhhh. Now suddenly focus shd be on a dealer but with SSR it was about his depression!!,False,True,True,False,F,T,T,T,T,['other'],,['other'],T,[],[],[],[],[]
"My name is khan ,I am not a COCAIN dealer",True,True,True,False,T,T,T,T,T,['other'],,['other'],T,[],[],[],[],[]
"WANTED FORD VINTAGE AND CLASSIC CARS,KERSI SHROFF AUTO CONSULTANT AND DEALER",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"I don't think so. Seeing lots of class action lawsuits and warranty extensions due to big problems with these CVT transmissions. When he called his mechanic, the guy told him he has two Nissans up on lifts right now. Transmissions..smh. He's definitely calling the Nissan dealer.",False,False,False,False,F,F,F,F,T,,,,F,[],[],[],[],[]
"(this is great news that people out fighting for women's rights prochoice - all over the country. I just checked Cleveland Plain Dealer - and lots of people out today! And NYC - was filled! Women's March Cleveland, October 2, 2021",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Dear    is double-dealer. My loan repayment has been bounce because PhonePe.
 show me the right way, I want complain against",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"My former Pot Dealer. Started selling guns and ripping people off recently  
Stole my money, but I hope the $140 was worth the Karma. 
Sucks to be him .",True,False,False,True,T,T,T,F,T,['Marijuana'],,['other'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Vedanta CHAIRMAN Anil Agarwal was a scrap dealer.
Gautam Adani comes from humble background. 
Ritesh Agarwal of Oyo comes from a middle class background. 
(Not all people can become billionaires like them but atleast try their hands at entrepreneurship and help this country)",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
can you help my dealer out? They have been waiting over a MONTH for a front passenger occupant sensor for my Aviator. It's getting old not being able to use my front passenger seat.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"if you're inferencing out of state purchases, you cannot buy a handgun in another State if your state doesn't allow them for X reason… b/c if you are out of State, the seller has to ship it to a gun dealer in your state so that person applies your state laws to the transaction.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"** FOREIGN USED LEXUS GX470 2007 MODEL **

Type: Lexus GX (2007)
Location: 📌 Yaba, Lagos
Price: ₦5,800,000 (Negotiable)
Transmission: Automatic
Condition: Tokunbo/Foreign Used
Mileage: 147,009 km
Dealer: 
Link:",False,False,False,False,F,F,F,F,T,,,,F,['methamphetamine'],['methamphetamine'],[],['methamphetamine'],[]
Tauqeer said Property Dealer Peshawar Ring Road Latif abad,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Car finance from the dealer on a new car is pretty cheap.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
I've seen M91's in dealer hands in Texas.,True,True,True,False,T,T,T,T,T,['other'],,['Fentanyl'],T,[],[],[],[],[]
"anyone want to wager on if this gets fixed over a... *weekend*? 
The BC CDC is no longer a ""fair dealer"" in any discussion. Their credibility long gone.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
It's so hard not to tip the tourney dealer.I do the same thing. I play more love cash than live tourneys,False,False,True,False,F,F,T,F,T,,,['other'],F,[],[],[],[],[]
been buying from the same dealer 4 basically 8 months have been consistently spending 20$ a good couple times a week recently. he doesn't give deals if you pay 100 u get 10g tells me i gotta spend more than 20 told him i only had 20 he sells 2 me but was so rude never going back,True,True,True,True,T,T,T,T,T,,,['other'],T,[],[],[],[],[]
You my dog. Thanks for all the podcasts you contribute to. You are a good man. Just chill and day by day.. love ya dude. Brother from another Dealer.,False,False,True,True,F,T,T,T,T,,,['other'],T,[],[],[],[],[]
"Update: corporate called today. They talked to the dealer. Dealer says they are looking for cert. inspection document. It might be ""off-site."" They'll send it to me when they get a copy. Me: ""I still don't think they did it—but even if they did, they wrongly certified my car.""",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Professional - salary, Laborer - Hourly, rest are carveouts in their underwriting. Though Salesperson is weird in prof as their typically commission-based (though B2B are less so). I agree with  though, arms dealer. Create the conversation for changing their UI xD",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Retweet selected by the,False,False,False,False,F,F,F,F,T,,,['Codeine'],F,[],[],[],[],[]
After 2 weeks of cash games I have this compulsion to tip the dealer with every pot I rake,False,False,True,True,F,F,F,F,T,,,['other'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
Seems Loona's demise was premature again considering the new job posting. We keep forgetting their parent company is an arms dealer and military tech firm. They should have money…lots and lots of money.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Dude really told me my bumper fell off my car as soon as I pulled out of car dealer so I pulled over and it was still on they just wanted to pass me on the road,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Karinta is not a small time dealer wa kuuza blunts, he was the kingpin huku kwa mlima.",True,True,True,True,T,T,T,T,T,['Marijuana'],['other'],"['CBD', 'other']",T,[],[],[],[],[]
"We regret to hear of this experience and would like the opportunity to assist. At your convenience, please send us a DM with the full name registered to your Nissan, VIN, best contact number and the name of the dealer you're working with. Thank you.",False,False,False,False,F,F,T,F,T,,,['other'],F,[],[],[],[],[]
"Neatly Used Peugeot 206cc

For Price, More Picture, Negotiate with the owner/Dealer>> Visit our website>>   Location: Alimosho
FOR SALE 
Neatly Used not reg Peugeot 206cc convertible auto ac alloy n more",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Hi, I'm from Mexico, where can I buy this wine? Any dealer in Mexico?",False,False,False,False,F,F,F,F,T,['other'],,['other'],F,[],[],[],[],[]
Save big this October with great offers from City Kia. Lease a new 2022 Kia Carnival LX for just $299/Month! Offer ends 10/4/21. See dealer for details.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Apologies for the unpleasant experience. Please share your Registered Mobile Number / VIN (Vehicle identification number), Email Id and Dealer details via direct message for our team to assist you.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"With the booking ID, go direct in nearby Kozhikode dealer and possible to purchase, otherwise choose to wait for Ola S1(99k++) with same feature but less cost.",False,True,True,True,F,T,T,T,T,,,['other'],T,[],[],[],[],[]
"What is the story with that meme?

Bloke looks like me - should use it as my account pic.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Actiq, the fentalyl lollipop was clearly developed with rappers in mind",True,True,True,True,F,F,T,T,T,['Fentanyl'],"['other', 'Fentanyl']",['Fentanyl'],T,['fentanyl'],['fentanyl'],[],['fentanyl'],['fentanyl']
#Fentanyl #Pain #Relief : DURAGESIC AND #ACTIQ #TREATMENT ->>>,False,True,True,False,F,F,T,F,F,['Fentanyl'],['Fentanyl'],['Fentanyl'],F,"['fentanyl', 'morphine']",['fentanyl'],['fentanyl'],"['fentanyl', 'morphine']",['fentanyl']
"Rx: Conflict of interest | Philadelphia Daily News | 02/19/2010: Actiq, a cancer-pain treatment on a stick, was pr...",False,False,False,False,F,F,F,F,F,['Fentanyl'],,['other'],F,['fentanyl'],[],[],['fentanyl'],['fentanyl']
Wholesale Skin Care | Alternate Medicine: Wholesale skin care actiq should there be intended with injury Wholesale...,True,False,False,True,T,F,T,F,T,['Fentanyl'],,['Actiq'],F,['fentanyl'],[],[],['fentanyl'],['fentanyl']
"Marijuana linked to heart disease; supplement may mitigate risk, researchers report | News Center | Stanford Medicine",False,False,False,False,F,F,F,F,T,['Marijuana'],,"['Marijuana', 'other']",F,[],[],[],[],[]
"I'm such a crack the window open to let a cool breeze in, keep the ceiling fan on, leave the door ajar ventilation girly🥰🥰🥰",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
I stopped bleeding and then i fell because of the rain. Totally crack my waist and now I'm bleeding again.,False,False,False,False,F,F,F,F,F,,['other'],['other'],F,[],[],[],[],[]
He's clearly incapable. Perhaps it's the morphine from his pre- surgical bed?,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Thank you on behalf of all Lebanese.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"I got that morphine from China they took off the market. Shit to make your dick hard, shit to make your dick soft, shit'll find your dick. That shit there's from Kenya, supposed to be a scurvy cure for silverback gorillas but for humans it just makes them violently masturbate.",True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
I overthink so much to where I offend myself at some point.,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Nov 2 - Near Arak, central #Iran 
Villagers continue to protest a recent ruling by the regime's judiciary allowing local officials to confiscate their lands. 
 #IranProtests",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Georgian of the day.

Yusef Khan Gorji; an Iranian military leader and the founder Arak, this beautiful central Iranian city. He left Tbilisi (Georgia) after falling out with Russian Empress Catherine the Great. Arak has become a major industrial centre of Iran",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"As a Moslem u  shud fight for the sales of ARAK only  to non Moslems or close the factory all together if they insist on selling to Moslems..halal food associated to Moslem name of figures cant be compared to HARAM food, unless u also drink or eat haram stuffs, r u?",False,False,True,False,T,F,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
"PAS only concerned on the name itself, they the one loudly asked for arak ban in malaysia but now so damn quite like a mice",False,False,True,False,F,F,T,F,F,['other'],,['other'],F,[],[],[],[],[]
Oh yea I did Beerus and arak cause i remembered the event existed so why not,False,False,True,False,F,T,T,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
Went to 3 of my regular kedai arak to buy...no stock. On a very long waiting list.,False,False,True,False,T,F,T,F,F,['other'],,['other'],F,[],[],[],[],[]
"Proud to have Arak Wardy and Domaine Wardy wines at the stunning .lb 
way to go cousins 
.
#domainewardy #arakwardy #littlereed #family #arak #distilledspirits #drinkresponsibly #cheers",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
#Arak son of thunder #DCcomics Man versus myth atop Mount Olymp by WisconsinfindsShop,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Cocktail: Okay Squirrel. Recipe: 2 oz. rum, 1 oz. olive juice, 1 oz. arak, 2 dashes holy basil tea, cucumber",False,False,False,False,F,F,F,F,F,['other'],,,F,[],[],[],[],[]
"Fentanyl is prescribed ~5-6 million times a year in the US, in a number of forms including oral lozenges (Actiq®), effervescent buccal tablets (Fentora™), sublingual tablet (Abstral®), sublingual spray (Subsys™), nasal spray (Lazanda®), and transdermal patches (Duragesic®).",False,False,False,False,F,F,F,F,T,['Fentanyl'],,['Fentanyl'],F,"['fentanyl', 'buprenorphine', 'oxycodone']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
I also have the foot drop causes a lot of falls or near falls. Omg the actiq is more expensive than subsys. I have trouble believing that the pn med manufacturers will go down w/o a fight. Esp when this kind of profit is involved.,False,False,True,False,F,F,F,F,T,['Fentanyl'],"['other', 'Buprenorphine']","['Codeine', 'other']",F,['fentanyl'],[],['fentanyl'],['fentanyl'],['fentanyl']
"imma forgetings something I took extra 50 mg of lamotrigine,, by bp2 meds,, and I think I 6 mg of methadone….this is what happens when kids dont share actiq got to resort,,, oh my librium, imma take another 20 of that now,",True,True,True,True,T,T,T,T,T,"['other', 'Methadone']","['Methadone', 'other']","['Methadone', 'Librium']",T,"['fentanyl', 'temazepam', 'methadone']",['methadone'],['methadone'],"['fentanyl', 'temazepam', 'methadone']","['fentanyl', 'methadone']"
"Thru insur. cov'g. Ins. co's use FDA ""guidelines"" to decide what to cover. Thus, people with non-cancer intractable pain can't get transmucosal fentanyl (Actiq, Fentora, etc) bec. only ""approved"" for cancer despite studies showing effectiveness. Too $$$ to pay for out of pocket!",False,False,False,False,F,F,F,F,T,['Fentanyl'],['Fentanyl'],['Fentanyl'],F,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
Dealpain -  Actiq Fentanyl Lollipop not meant for non-cancer,False,False,True,False,T,F,T,F,T,"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],F,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
came home and we've been watching Wes Anderson films while I basically inhale tizanidine and Actiq and Norco,True,True,True,True,T,T,T,T,T,"['other', 'Hydrocodone', 'Fentanyl']","['other', 'Hydrocodone']","['Tizanidine', 'Hydrocodone', 'Fentanyl']",T,"['fentanyl', 'oxycodone']",[],[],"['fentanyl', 'oxycodone']","['fentanyl', 'hydrocodone']"
Side effects of Actiq - by Dr Pandula Siribaddana - Helium,False,False,False,False,F,F,T,F,T,['Fentanyl'],,['Fentanyl'],F,['fentanyl'],[],[],['fentanyl'],['fentanyl']
Anxiety disorder and 5 htp: FENTANYL (Actiq®) relieves pain flares anxiety disorder and 5 htp or breakthrough pain...,False,False,False,False,F,T,T,F,T,"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],F,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
one thing abt it i'm crack a lil jokey jokey while sippin a lil drinky drink 😭😂🤌🏽,False,True,True,True,T,T,T,T,F,['other'],"['Codeine', 'other']",['other'],T,[],[],[],[],[]
So much hard tea talk on the timeline today so naturally it was time to crack this open.,False,False,True,True,F,F,F,T,F,['other'],,['other'],T,[],[],[],[],[]
i would never give a bitch the satisfaction of bein able to hold that over my head. i sell crack first,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"I am in the middle of humming about to crack when my substantival-less duplicator brings me hoplites (not asked for) with aroid as I kill

 So how's your day going?",False,False,True,True,F,T,T,T,F,['other'],,"['Amphetamine', 'other']",T,[],[],[],[],[]
So Candlestick were the owners?  That is news to me! Get off the heroin pal!,False,True,True,False,F,T,T,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
"does your heart ever go:

          ♡    ♡       ♡    ♡
     ♡              ♡              ♡ 
     ♡          heroin           ♡
       ♡                            ♡
           ♡                    ♡        
                ♡         ♡ 
                      ♡",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"He's just a hungry guy. There's no attitude problem. You can see it in his run blocking, which I assume went a long way with the Steelers coaching staff. Pickens is the best wideout in this class in my opinion. I honestly thought he would go to GB in 1st. Shocked they took watson",False,False,False,False,F,F,F,F,F,,,['other'],F,['hydrocodone'],[],[],['hydrocodone'],[]
Need this Wolves/Grizz series to go 7. This has been very entertaining bad basketball,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"They kind of made up for it though, we just got the guy I would have taken in the first round in the second half of round 2, so wasn't that much of a waste. Still don't think Pickett will ever be our starter though. Hope I'm wrong, Canada offense is designed for him.",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Keith Richards is literally freebasing heroin right now and he will outlive you.,True,True,True,True,T,T,T,T,T,['other'],"['other', 'Heroin']","['other', 'Heroin']",T,[],[],[],[],[]
'Heroin-coated yarn': How traffickers smuggled ₹450 cr worth heroin into India,True,True,True,True,T,T,T,T,T,['other'],['other'],"['other', 'Heroin']",T,[],[],[],[],[]
my brain has slept like 6 hours in the past 3 days and its telling me to kill people,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"You're a good sport Jack. You're not just pulling it off, you're rocking it!",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Nothing better than the best sheriff to watch over the city like my husband David!,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"brb, obtaining an Rx for heroin to treat my ""hysteria""",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
They won't take a QB at 6,False,False,False,False,F,F,F,F,F,,,,F,[],[],[],[],[]
"im sorry to say this, i was devastated about it too. Its heroine, not heroin :(",False,True,True,False,F,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
Go buy one if you love me mwah,False,False,False,True,F,F,T,T,F,,,['other'],T,[],[],[],[],[]
i imagine heroin feeling like calling someone back and them not answering,False,True,True,True,F,F,F,F,T,['other'],['other'],['Heroin'],F,[],[],[],[],[]
if u buy drawls at the thrift you a nasty ass heroin taking fiend 🤨,True,True,True,True,T,T,T,T,T,['other'],['other'],"['other', 'Heroin']",T,[],[],[],[],[]
"We Went Outside to Touch Grass, What Happens Next Might Shock You!!! (HEROIN???)",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
