text,label,tweet_num,found_terms,found_index_terms,GPT_found_index_terms,pubchem_found_index_terms,redmed_found_index_terms,DEA_found_index_terms,4o_mini_label,o4mini_label,qwen_4b_label,llama_label,4o_mini_label_short,o4mini_label_short,qwen_4b_label_short,llama_label_short,4o_mini_drug_labels,o4mini_drug_labels,qwen_4b_drug_labels,llama_drug_labels,4o_mini_rag,o4mini_rag,qwen_4b_rag,llama_rag,is_about_illicit_drugs,drugs_mentioned
Matter number 13 on Judge Malindi's unopposed motion roll of 27 Jan,F,53721,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"any Philly weedheads doin' anything tomorrow like
Iunno
smoking cannabis",T,53839,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['Marijuana'],['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],['Marijuana'],['Marijuana'],['CBD'],,
I have seen some great ones but when Buddy was jammin through the crowd. That's the seal dealer.🎶🎵🎶 By the way I am happy I was able to find that shirt. I knew I still had it. 😆😆,T,53905,[],[],[],[],[],[],False,False,True,False,F,F,T,T,,,['other'],['other'],,,['other'],['other'],,
"And there it is. Yet another expert witness saying George Floyd did not die of drug overdose. Or heart.  

#DerekChauvinTrial #ChauvinTrial",T,54090,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"swear my back has been worn away to dust, ive had bare codeine and it still feels like its in absolute bits :(",T,54119,"['dust', ' codeine']","['phencyclidine', 'codeine']","['phencyclidine', 'codeine']","['phencyclidine', 'codeine']",['codeine'],"['phencyclidine', 'codeine']",True,False,True,True,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],,
I'm on the codeine moving like a dead body #nofr,T,54181,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Na it's even between him and Provorov. Provorov is going to be a problem,F,54196,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
in a dream yea.. Thinkin bout codeine yea.. 😈,F,54215,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Says it all with only 4 RT'S 

Shame for him and his family",F,54242,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
I have a cold. Does anyone have some codeine and sprite they could lend?,T,54297,"['cold', ' codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine'],"['methamphetamine', 'codeine']",True,True,True,False,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Someone might drive you up the wall today because you want clo... More for Taurus,F,54304,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"I remix that Sprite with 6 oz of codeine, they say I drink this shit like it give me protein 🎧",F,54384,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",,
"Baby I can't quit that lean, put a ring all-round codeine",F,54446,"['lean', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
CODEINE CUPS PAINT A PICTURE SO VIVID 🍼💟👽 #BeamUp,T,54515,"['codeine', 'paint']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine'],"['methamphetamine', 'codeine']",True,True,True,True,T,T,T,T,"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']",['Codeine'],,
"Wiz Khalifa annoys the shit out of me with his ""no blunt"" policy but the bitch hops on the codeine train no problem.",T,54543,"['khalifa', ' codeine']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine'],"['codeine', 'delta-9-thc-cooh']",True,True,True,True,T,T,T,T,['Codeine'],"['Marijuana', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['Marijuana', 'Codeine']",['Codeine'],['Codeine'],,
Lil Nigo X Camouflage Codeine the mixtape is coming very soon..,T,54704,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,True,True,T,F,F,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"I'm sippin that lean , hurtin my splean but I'm sippin it clean , sippin codeine....",T,54808,"['lean', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"but  i don't want clothes from mountain dew 

i just want soda to pour my codeine in",F,54872,"['dew', ' codeine']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine'],"['codeine', 'delta-9-thc-cooh']",True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"birds in the trap sing brian mcknight, percocet and codeine please don't take my life",T,55129,"['percocet', ' codeine']","['codeine', 'oxycodone']","['codeine', 'oxycodone']",['codeine'],"['codeine', 'oxycodone']",['codeine'],True,True,True,True,T,T,T,T,"['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']","['Oxycodone', 'Codeine']",,
"Mix the codeine with the sprite and i pop me a xan bitch,  i'm getting to the money i ain't changing my plan",T,55157,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine', 'Benzodiazepine']","['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine', 'Benzodiazepine']",,
Ain't nothing important to me except codeine over ice noww,T,55159,"[' codeine', ' ice']","['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],"['methamphetamine', 'codeine']",True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Now I'm on ocean drive sippin codeine w/the top down
20grand on me, lotta jewelry n a glock 9",T,55164,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"thanks. I've taken a night nurse! Just one, not two. Codeine hates me so I try to avoid it",T,55178,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,False,True,F,F,T,F,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
Crock-Pot Codeine Presents: Imagination (RIP Gene Wilder),F,55228,"['pot', ' codeine']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine'],"['codeine', 'delta-9-thc-cooh']",True,True,True,True,T,T,F,T,['Codeine'],['Codeine'],['Codeine'],"['LSD', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['LSD', 'Codeine']",,
omg I'm on sm codeine atm BC of my pain that my excuse I'm off it,T,55262,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,True,True,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],,
Hydrocodone. More potent than codeine. Used in combination with anti collinergic homatropine yaaaaaaaas,T,55292,"['hydrocodone', ' codeine']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']","['codeine', 'hydrocodone']",True,True,True,True,T,T,F,T,"['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['other', 'Hydrocodone', 'Codeine']","['Hydrocodone', 'Codeine']",,
"Laurie: ""I don't think you're going to get me my money, rue. You might have to sell some 🐱"" 

Rue: … 

Laurie: ""here's some morphine""",T,55554,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",,
Morphine will put you on your ass by force ngl. That's the shit they had me on when I broke my leg.,T,55635,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,False,True,F,F,T,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
GODDAMNIT SHE GIVIN HA MORPHINE IT'S OVER FORREAL DIS TIME,T,55667,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"I just left your bedroom
Give me some morphine
Is there any more to do?",T,55696,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,True,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",,
It's hell tryna engage in conversation whole time u need 40 mg IV morphine,T,55793,"['mg iv', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,True,True,T,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Cannula's are my worst enemy. These are from the nurses spending almost 2 hours, while I was unconscious from morphine, trying to put a cannula in me!",T,55881,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],,
"Sister Morphine is greater than anything Wilson ever penned. Why the F couldn't they lose that ""doo-wah"" shit, just once? 

BB existed all through 70's into 80's.. but no one noticed, at ALL, because of ""Some Girls"" and ""Tattoo You"". 🤣",F,55886,"['morphine', 'girls']","['methamphetamine', 'morphine']",['morphine'],['morphine'],['morphine'],"['methamphetamine', 'morphine']",False,False,False,False,F,F,F,F,,['Morphine'],['Morphine'],['Morphine'],,['Morphine'],['Morphine'],['Morphine'],,
"He maybe needs morphine for a few days . It's easier to control pain if you bring down properly for a few days and then use normal pain relief . It's like a fire , get it under control then it's easier to manage (this is what my pain doctor tells me )",F,55970,"['morphine', 'pain relief', 'fire', 'doctor']","['oxymorphone', 'methamphetamine', 'morphine', 'mdma']","['oxymorphone', 'morphine']",['morphine'],['morphine'],"['methamphetamine', 'morphine', 'mdma']",False,False,False,False,F,F,F,F,,['Morphine'],['Morphine'],"['other', 'Morphine']",,['Morphine'],['Morphine'],"['other', 'Morphine']",,
is now really the time to discuss all this stuff? while Jacob recovers from battle? also why do we keep saying we love each other when it doesn't matter ??? talk about torture sheesh get that morphine drip Carlisle pls,T,56140,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,True,True,T,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Do you have the full judgement ? If you do , please share it with me. ✨",F,56410,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"I bet it was Imitrex (unless they just gave you morphine). Yeah, migraines are the worst! I'm lucky that I hardly ever get them any more-- maybe once a year-- but when I was a teenager, once a month.",F,56414,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,,"['other', 'Morphine']","['other', 'Morphine']",['Morphine'],,"['other', 'Morphine']","['other', 'Morphine']",['Morphine'],,
"Two people are facing charges after police say they had morphine, marijuana, and a large hunting knife in a car. Details:",T,56446,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,False,False,T,F,T,F,"['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']","['Morphine', 'Marijuana']",,
in on TRVN and having to test my patience. It gots its FDA approval on olivyn a new opioid to replace morphine. Waiting on the DEA number around 73 days out. But i have learned PATIENCE IS KEY.,T,56508,"['opioid', 'morphine']","['hydrocodone', 'morphine']","['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,T,T,,"['other', 'Morphine']",['other'],"['other', 'Morphine']",,"['other', 'Morphine']",['other'],"['other', 'Morphine']",,
Morphine is more powerful than single malt scotch 😳,T,56519,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,False,False,F,F,F,F,,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",,
Nu on air: Morphine - The Other Side (Unders Remix),T,56544,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,True,True,F,F,F,F,,['Morphine'],['Morphine'],['Morphine'],,['Morphine'],['Morphine'],['Morphine'],,
"MORPHINE
#ALDUBatADNLove ❤️👩‍❤️‍👨💚",F,56566,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,True,False,F,F,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"The CDC site says that opiates are specifically natural-origin opioids such as heroin, morphine and codeine, while opioids is all substances that interact with opioid receptors. Her usage is correct.",T,56848,"['opiates', 'opioids', 'morphine', ' codeine', 'opioids', 'opioid receptors']","['ketamine', 'codeine', 'morphine', 'oxycodone']","['codeine', 'hydrocodone', 'morphine', 'oxycodone']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']",False,False,False,False,F,F,T,F,"['other', 'Morphine', 'Codeine']","['other', 'Morphine', 'Codeine']","['Morphine', 'Codeine']","['Opioids', 'Morphine', 'Codeine', 'Opiates']","['Morphine', 'Heroin', 'Codeine']","['other', 'Morphine', 'Codeine']","['Heroin', 'Morphine', 'Codeine']",['Codeine'],,
Yep morphine is going to send them on a trip right to there death . That's bs . 😡😡😡😡,T,56982,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,False,True,True,T,F,T,T,"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],"['other', 'Morphine']",['Morphine'],['Morphine'],['Morphine'],,
"Sister has brought me painkillers, it's a codeine thing for period cramps, but I figure it'll work on migraines, delicious opioid relief",T,57072,"['painkillers', ' codeine', 'opioid', 'relief']","['codeine', 'hydrocodone', 'morphine']","['codeine', 'hydrocodone', 'morphine']",['codeine'],['codeine'],['codeine'],True,True,True,False,T,T,F,T,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
"The new   is every bit as beautiful as I'd hoped it would be. Sounding like a John Martyn, Codeine & Red House Painters mash-up.",T,57149,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],False,False,False,False,F,F,F,F,,['Codeine'],['Codeine'],['Codeine'],,['Codeine'],['Codeine'],['Codeine'],,
What appears like an ordinary cough medication is proving to be the most sought after drug ingredient. Codeine is...,T,57190,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Can see me getting hooked on codeine to fall asleep 😳,T,57472,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
If niggas not kut in 2k17 Mypark then I kan't play with u period😂 friends & all‼️,T,57480,[],[],[],[],[],[],False,False,True,False,F,F,T,F,,,['other'],['other'],,,['other'],['other'],,
Got Promethzine & Codeine 🍇🍼  All N My Belly #RIPSwiepy,T,57506,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
"In any case, I think I'm going to go with White Zombie over Morphine, which will lose me some coolness points but ""Astro-Creep"" is almost certainly a Top 20 metal album for me",F,57800,"['zombie', 'morphine']","['phencyclidine', 'morphine']",['morphine'],['morphine'],['morphine'],"['phencyclidine', 'morphine']",False,False,False,False,F,F,F,F,,['Morphine'],['Morphine'],['other'],,['Morphine'],['Morphine'],['other'],,
"Which is why (and I will NOT retract this) so many in the care homes HAD to die. They died to kick start Project Fear. The evidence is now coming out that many many of them were being fed a combination of Midazolam and Morphine. The same sort of treatment used in Gosport ""deaths""",F,57832,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,False,F,F,F,F,"['other', 'Morphine']","['other', 'Morphine']","['Midazolam', 'Morphine']","['Midazolam', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['Midazolam', 'Morphine']","['Midazolam', 'Morphine']",,
"When the nurse asked me if I wanted the morphine it was as much as I could do to squeak ""yes please""... utter agony",T,58101,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"I fully agree.  It was my target months ago.   

Sadly Pfizer bought out the Feds.  

Like any good dealer you gotta push the stash at hand.",T,58228,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"Wow, the Karen is strong in this 'dealer technical expert' #maythefarcebewithyou",T,58390,[],[],[],[],[],[],False,False,True,True,F,F,T,F,,,,['other'],,,,['other'],,
Unlike the multiple dealer system with whatever bids/asks which depend on the specific dealer's current situation. The Fed could in theory outbid everyone for unlimited Tsy but this would kill the financial system due to scarcity on other ends(happened in March 2020),T,58414,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Or it's george floyd, and his dealer is here😇😆",T,58617,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],,,['other'],['other'],,,['other'],,
Oohhhhhh. Now suddenly focus shd be on a dealer but with SSR it was about his depression!!,T,58768,[],[],[],[],[],[],True,False,False,True,T,F,T,T,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"My name is khan ,I am not a COCAIN dealer",T,58802,[],[],[],[],[],[],True,True,False,True,T,T,T,T,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"WANTED FORD VINTAGE AND CLASSIC CARS,KERSI SHROFF AUTO CONSULTANT AND DEALER",T,58813,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"I don't think so. Seeing lots of class action lawsuits and warranty extensions due to big problems with these CVT transmissions. When he called his mechanic, the guy told him he has two Nissans up on lifts right now. Transmissions..smh. He's definitely calling the Nissan dealer.",T,59036,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,,,,,,,
"(this is great news that people out fighting for women's rights prochoice - all over the country. I just checked Cleveland Plain Dealer - and lots of people out today! And NYC - was filled! Women's March Cleveland, October 2, 2021",T,59041,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Dear    is double-dealer. My loan repayment has been bounce because PhonePe.
 show me the right way, I want complain against",T,59105,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"My former Pot Dealer. Started selling guns and ripping people off recently  
Stole my money, but I hope the $140 was worth the Karma. 
Sucks to be him .",T,59280,['pot'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,True,True,False,T,T,F,T,,['Marijuana'],['Marijuana'],['other'],,['Marijuana'],['Marijuana'],['other'],,
"Vedanta CHAIRMAN Anil Agarwal was a scrap dealer.
Gautam Adani comes from humble background. 
Ritesh Agarwal of Oyo comes from a middle class background. 
(Not all people can become billionaires like them but atleast try their hands at entrepreneurship and help this country)",T,59348,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
can you help my dealer out? They have been waiting over a MONTH for a front passenger occupant sensor for my Aviator. It's getting old not being able to use my front passenger seat.,T,59355,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"if you're inferencing out of state purchases, you cannot buy a handgun in another State if your state doesn't allow them for X reason… b/c if you are out of State, the seller has to ship it to a gun dealer in your state so that person applies your state laws to the transaction.",T,59452,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"** FOREIGN USED LEXUS GX470 2007 MODEL **

Type: Lexus GX (2007)
Location: 📌 Yaba, Lagos
Price: ₦5,800,000 (Negotiable)
Transmission: Automatic
Condition: Tokunbo/Foreign Used
Mileage: 147,009 km
Dealer: 
Link:",T,59639,['yaba'],['methamphetamine'],['methamphetamine'],[],[],['methamphetamine'],False,False,False,False,F,F,F,F,,,,,,,,,,
Tauqeer said Property Dealer Peshawar Ring Road Latif abad,T,59644,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
Car finance from the dealer on a new car is pretty cheap.,T,59649,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
I've seen M91's in dealer hands in Texas.,T,59684,[],[],[],[],[],[],True,True,False,True,T,T,T,T,,['other'],['other'],['Fentanyl'],,['other'],['other'],['Fentanyl'],,
"anyone want to wager on if this gets fixed over a... *weekend*? 
The BC CDC is no longer a ""fair dealer"" in any discussion. Their credibility long gone.",T,59751,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
It's so hard not to tip the tourney dealer.I do the same thing. I play more love cash than live tourneys,T,59758,[],[],[],[],[],[],False,False,False,True,F,F,F,T,,,,['other'],,,,['other'],,
been buying from the same dealer 4 basically 8 months have been consistently spending 20$ a good couple times a week recently. he doesn't give deals if you pay 100 u get 10g tells me i gotta spend more than 20 told him i only had 20 he sells 2 me but was so rude never going back,T,59761,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,,,['other'],,,,['other'],,
You my dog. Thanks for all the podcasts you contribute to. You are a good man. Just chill and day by day.. love ya dude. Brother from another Dealer.,T,59783,[],[],[],[],[],[],False,False,True,True,T,F,T,T,,,['other'],['other'],,,['other'],['other'],,
"Update: corporate called today. They talked to the dealer. Dealer says they are looking for cert. inspection document. It might be ""off-site."" They'll send it to me when they get a copy. Me: ""I still don't think they did it—but even if they did, they wrongly certified my car.""",T,59955,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Professional - salary, Laborer - Hourly, rest are carveouts in their underwriting. Though Salesperson is weird in prof as their typically commission-based (though B2B are less so). I agree with  though, arms dealer. Create the conversation for changing their UI xD",T,60034,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
Retweet selected by the,T,60143,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['Codeine'],,,,['Codeine'],,
After 2 weeks of cash games I have this compulsion to tip the dealer with every pot I rake,T,60158,['pot'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,False,True,True,F,F,F,F,,,,['other'],,,,['other'],,
Seems Loona's demise was premature again considering the new job posting. We keep forgetting their parent company is an arms dealer and military tech firm. They should have money…lots and lots of money.,T,60243,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
Dude really told me my bumper fell off my car as soon as I pulled out of car dealer so I pulled over and it was still on they just wanted to pass me on the road,T,60294,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Karinta is not a small time dealer wa kuuza blunts, he was the kingpin huku kwa mlima.",T,60345,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['Marijuana'],['other'],"['CBD', 'other']",['other'],['Marijuana'],['other'],"['CBD', 'other']",,
"We regret to hear of this experience and would like the opportunity to assist. At your convenience, please send us a DM with the full name registered to your Nissan, VIN, best contact number and the name of the dealer you're working with. Thank you.",T,60406,[],[],[],[],[],[],False,False,False,False,F,F,F,T,,,,['other'],,,,['other'],,
"Neatly Used Peugeot 206cc

For Price, More Picture, Negotiate with the owner/Dealer>> Visit our website>>   Location: Alimosho
FOR SALE 
Neatly Used not reg Peugeot 206cc convertible auto ac alloy n more",T,60459,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Hi, I'm from Mexico, where can I buy this wine? Any dealer in Mexico?",T,60482,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
Save big this October with great offers from City Kia. Lease a new 2022 Kia Carnival LX for just $299/Month! Offer ends 10/4/21. See dealer for details.,T,60519,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Apologies for the unpleasant experience. Please share your Registered Mobile Number / VIN (Vehicle identification number), Email Id and Dealer details via direct message for our team to assist you.",T,60560,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"With the booking ID, go direct in nearby Kozhikode dealer and possible to purchase, otherwise choose to wait for Ola S1(99k++) with same feature but less cost.",T,60608,[],[],[],[],[],[],True,False,True,True,T,F,T,T,,,['other'],['other'],,,['other'],['other'],,
"What is the story with that meme?

Bloke looks like me - should use it as my account pic.",T,60697,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Actiq, the fentalyl lollipop was clearly developed with rappers in mind",T,60818,"['actiq', 'fentalyl', 'lollipop']",['fentanyl'],['fentanyl'],[],['fentanyl'],['fentanyl'],True,True,True,True,F,F,T,T,"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],['Fentanyl'],"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],['Fentanyl'],,
#Fentanyl #Pain #Relief : DURAGESIC AND #ACTIQ #TREATMENT ->>>,F,60896,"['fentanyl', 'relief', 'duragesic', 'actiq']","['fentanyl', 'morphine']","['fentanyl', 'morphine']",['fentanyl'],['fentanyl'],['fentanyl'],True,False,False,True,F,F,F,T,['Fentanyl'],['Fentanyl'],['Fentanyl'],['Fentanyl'],,['Fentanyl'],['Fentanyl'],['Fentanyl'],,
"Rx: Conflict of interest | Philadelphia Daily News | 02/19/2010: Actiq, a cancer-pain treatment on a stick, was pr...",F,61158,['actiq'],['fentanyl'],['fentanyl'],[],['fentanyl'],[],False,False,False,False,F,F,F,F,,['Fentanyl'],['other'],['other'],,['Fentanyl'],['other'],['other'],,
