text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"So DMX dies in a hospital right after he finally comes back out of silence, recover more or less.. 
They say ""overdose""? They also wanted him to look like bad before.. what's up with him reacting bad to the vacc like his attoeney pointed out? 
Why overdose IF not new to it? 🤦‍♂️",T,50742,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
"My doctors gotta up my damn dosage. I take Tylenol/Codeine, Ibprofen, and muscle relaxers.. smh it ain't enough 😂😂",F,50856,"['tylenol', 'codeine', 'muscle relaxers']","['codeine', 'cyclobenzaprine', 'oxycodone']","['tylenol', 'codeine']","['codeine', 'oxycodone']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],3
"Dr Nyambura Kariuki cause the death of a 8 year old child by giving lethal doses of morphine, gabapentin and rolac, was called by the nurses when the child started to show signs of toxicity and failed to turn up and  nurses failed to escalate the issue",T,51620,"['lethal doses', 'morphine', 'gabapentin']","['carfentanil', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",3
Fentanyl is a terrible & dangerous drug. It's taken the lives of too many Americans. It can be pressed into pills that look like prescription medication or cut into drugs like heroin and cocaine to increase potency.,T,51720,"['fentanyl', 'pills', 'prescription medication']","['diphenhydramine', 'fentanyl', 'hydrocodone']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],3
"I suffer with 3 different types of headaches, from damage to my neck.  One of them, Trigeminal Neuralgia, is also called the Suicide Disease, because many people have taken their lives to escape the pain.  MARIJUANA WAS MY EXIT DRUG; I GOT OFF OF MORPHINE! No morphine since 2008",T,51910,"['neuralgia', 'morphine', 'morphine']","['pregabalin', 'morphine']","['neuralgia', 'morphine', 'morphine']","['pregabalin', 'morphine']","['morphine', 'morphine']",['morphine'],"['morphine', 'morphine']",['morphine'],"['morphine', 'morphine']",['morphine'],3
"High on Morphine, Fluoxetine, Xanax + Gabapentin.

And I'm NOT a Junkie!",T,52144,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
"I'm so sorry. Make sure her morphine & Ativan are scheduled and not PRN. If she is in a nursing home, they won't know to give it to her. Or give it to her often enough to manage her pain and anxiety. Went through this. Also, don't be afraid to increase it to keep her comfortable",T,52163,"['morphine', 'ativan', 'prn']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],3
", people don't cry and beg they can't breathe while experiencing an overdose of opiates. They just nod off.",T,52830,"['beg', 'opiates']","['benzoylecgonine', 'oxycodone']",['opiates'],['oxycodone'],['beg'],['benzoylecgonine'],[],[],[],[],2
"Agree. As our bodies produce a natural substance simular to morphine, I learned to live with it for 25 yrs in silence. Once operated, morphine is given. A study & analyse needs to be made to RE EDUCUATE our brains to pain: what is normal/abnormal🤔",F,52945,"['substance', 'morphine', 'silence', 'morphine']","['methamphetamine', 'lorazepam', 'morphine']","['morphine', 'morphine']",['morphine'],"['morphine', 'silence', 'morphine']","['lorazepam', 'morphine']","['morphine', 'morphine']",['morphine'],"['morphine', 'morphine']",['morphine'],4
"Nothing, Baclofen didn't work for me. Pregablin & Gabapentin didn't work for me either. I use painkillers, CBD, and very rarely I'll use morphine when pain is really bad xxx",F,52953,"['pregablin', 'gabapentin', 'painkillers', 'cbd', 'morphine']","['hydrocodone', 'cbd', 'gabapentin', 'pregabalin', 'morphine']","['pregablin', 'gabapentin', 'painkillers', 'cbd', 'morphine']","['hydrocodone', 'cbd', 'gabapentin', 'pregabalin', 'morphine']","['pregablin', 'gabapentin', 'cbd', 'morphine']","['pregabalin', 'morphine', 'cbd', 'gabapentin']","['pregablin', 'gabapentin', 'cbd', 'morphine']","['pregabalin', 'morphine', 'cbd', 'gabapentin']","['gabapentin', 'cbd', 'morphine']","['cbd', 'morphine', 'gabapentin']",5
"In 1895, Bayer marketed diacetylmorphine as an over-the-counter drug under the trademark name Heroin.",F,52982,"['diacetylmorphine', 'counter drug']","['diphenhydramine', 'methadone']",['diacetylmorphine'],['methadone'],[],[],[],[],[],[],2
"There was no mention of Gabapentin's use with morphine as the possible cause of the problem, The doctors now switch the conversation pneumonia, When Gabapentin is used with morphine it can cause loss of lung function",T,53106,"['gabapentin', 'morphine', 'gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine', 'gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine', 'gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine', 'gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine', 'gabapentin', 'morphine']","['morphine', 'gabapentin']",4
"Are your nurses trained on opioids?. A 8 year old child with 34Kgs was given more than 11Mg of morphine with 900Mg of gabapentin  The nurses didn't seem to be opioid aware, They reported the toxicity signs to the doctor but did not give naloxone for  20 hours",T,53196,"['opioids', 'morphine', 'gabapentin', 'opioid', 'doctor']","['hydrocodone', 'gabapentin', 'mdma', 'morphine', 'oxycodone']","['opioids', 'morphine', 'gabapentin', 'opioid']","['hydrocodone', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin', 'doctor']","['mdma', 'morphine', 'gabapentin']",5
"Any doctor knows the overdose in HCQ arm in Recovery trial. Science is Science. 

What is the recommended dose for HCQ ?
 What is the toxic dose ? 
What is the recovery dose ?

These questions need to be answered.",T,53223,"['doctor', 'recommended dose']","['diphenhydramine', 'mdma']",[],[],[],[],[],[],['doctor'],['mdma'],2
"Get caught after drug dealer convinces ya to pass a fake 20.
Resist arrest and overdose on the pills ya ended up having to swallow, that you were hoping you could remove after ya beg the cops for 2 hours to let ya go. That's what I saw on that video. 🤷🏻‍♀️#DrugsAreBadMkay",F,53325,"['pills', 'beg']","['benzoylecgonine', 'hydrocodone']",[],[],['beg'],['benzoylecgonine'],[],[],[],[],2
If a hospice did wrong to your father my condolences. But the original conversation was someone trying to say that 7.5mg or morphine and .5 mg of ativan q 6hr killed someone. That simply is not a lethal dose was the whole point. Its enough to keep someone from suffering.,F,53568,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"I'd emphasize the clinical implications of the changing drug supply. It's the water we swim in in addiction med, but I think it's still new for many non-specialists. Dope ≠ heroin, and that matters: much higher tolerance from fent, xylazine, novel benzos, stim co-use etc",T,53757,"['tolerance', 'fent', 'xylazine']","['fentanyl', 'xylazine', 'morphine']","['tolerance', 'fent', 'xylazine']","['fentanyl', 'xylazine', 'morphine']",['xylazine'],['xylazine'],['xylazine'],['xylazine'],"['fent', 'xylazine']","['fentanyl', 'xylazine']",3
"Well I'm going to go to the shop buy coke and overdose (good) on sleeping meds, lol",T,53829,['sleeping meds'],['temazepam'],['sleeping'],['zolpidem'],[],[],[],[],[],[],1
"Increasing presence of xylazine in heroin and/or fentanyl deaths, Philadelphia, Pennsylvania, 2010–2019 | Injury Prevention .RT #recovey #overdose #Saturday",F,53972,"['xylazine', 'fentanyl']","['fentanyl', 'xylazine']","['xylazine', 'fentanyl']","['fentanyl', 'xylazine']","['xylazine', 'fentanyl']","['fentanyl', 'xylazine']","['xylazine', 'fentanyl']","['fentanyl', 'xylazine']","['xylazine', 'fentanyl']","['fentanyl', 'xylazine']",2
Dr Nyambura Kariuki was using gabapentin with ketorolac off label and knew the risks of combining the meds with a high dose of morphine on an opioids naive child yet when called by the nurses failed to turn up or give instructions,T,54070,"['gabapentin', 'morphine', 'opioids']","['oxycodone', 'morphine', 'gabapentin']","['gabapentin', 'morphine', 'opioids']","['hydrocodone', 'morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",3
"70's was marijuana hash LSD all the psychedelic drugs, that were derived from mushrooms the active ingredient ""psilocybin"" found in them by Timothy Leary 🍄 other 70's drugs morphine, heroin, barbiturates uppers downers Quaaludes speed acid orange sunshine PCP, T, & Alcohol",T,54162,"['hash', 'lsd', 'psychedelic', 'active ingredient', 'psilocybin', 'leary', 'morphine', ' uppers', 'quaaludes', 'speed', 'acid', 'orange sunshine', 'pcp']","['benzoylecgonine', 'delta-9-thc-cooh', 'methamphetamine', 'lsd', 'ketamine', 'phencyclidine', 'psilocybin', 'morphine']","['lsd', 'psychedelic', 'psilocybin', 'morphine', ' uppers', 'quaaludes', 'pcp']","['methamphetamine', 'lsd', 'ketamine', 'phencyclidine', 'psilocybin', 'morphine']","['lsd', 'psilocybin', 'morphine', 'speed', 'orange sunshine']","['methamphetamine', 'lsd', 'morphine', 'psilocybin']","['lsd', 'psilocybin', 'morphine', 'pcp']","['phencyclidine', 'lsd', 'morphine', 'psilocybin']","['hash', 'lsd', 'psilocybin', 'leary', 'morphine', 'uppers', 'speed', 'acid', 'sunshine']","['delta-9-thc-cooh', 'methamphetamine', 'lsd', 'psilocybin', 'morphine']",13
"one for nerve pain, one anti inflammatory - otherwise codeine, which I try to limit.",F,54237,"['nerve pain', ' codeine']","['pregabalin', 'codeine']","['nerve pain', ' codeine']","['pregabalin', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],2
"have you tried mersyndol? It's codeine, panadol and an antihistamine, works as pain relief and a calmative/muscle relaxant",T,54633,"['mersyndol', ' codeine', 'pain relief', 'muscle relaxant']","['oxymorphone', 'codeine', 'cyclobenzaprine']","['mersyndol', ' codeine', 'pain relief']","['oxymorphone', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],4
"I did find good probiotics helped last year, that was with oxy/codeine/lyrica/valium in the mix at the time",T,55203,"[' oxy', 'codeine', 'lyrica']","['pregabalin', 'codeine', 'oxycodone']","[' oxy', 'codeine', 'lyrica']","['pregabalin', 'codeine', 'oxycodone']","['codeine', 'lyrica']","['pregabalin', 'codeine']","['codeine', 'lyrica']","['pregabalin', 'codeine']","['oxy', 'codeine']","['codeine', 'oxycodone']",3
Can definitely relate to this. I was having excrutiating pain on one side of my face. ER gave me morphine it helped only a tiny bit and wore off very fast. I was screaming in pain. They gave me anxiety meds!! Turns out I had trigeminal neuralgia :(.,T,55718,"['morphine', 'neuralgia']","['pregabalin', 'morphine']","['morphine', 'neuralgia']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"They will say I smoked cigarettes and marijuana, cursed hoarse as a crow in all my languages, and loved morphine and Demerol and tequila and pulque, women and men. I will shrug my illusion of shoulders and answer that I am a water woman, not a vessel, not something you can sail",F,55742,"['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
"Just give em a bag full of Morphine and Ativan, it's time to go.",T,55759,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
My mom was in hospice for 5!days. They prescribed Atavan and morphine every 2 hours. She was very comfortable and absolutely no pain. Hospice was wonderful and kept her very comfortable while le she transitioned.,F,55804,"['atavan', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],"['atavan', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
Agreed we did that for my dad. It was weird giving my dad morphine and Ativan. Wishing her peace.,T,55808,"['morphine', 'ativan', 'peace']","['phencyclidine', 'lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan', 'peace']","['phencyclidine', 'lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'peace']","['morphine', 'mdma']",3
"They're killing the elderly with morphine and benzodiazepines to depress their breathing. If you think that's how we should be handling a pandemic in any civilised country, then there's zero point in any dialogue with me.",T,55880,"['morphine', 'benzodiazepines']","['morphine', 'temazepam']","['morphine', 'benzodiazepines']","['morphine', 'temazepam']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"I've had to take the morphine and the muscle relaxants. I can barely get up. I'm not going to make any sense of a talk, annoyed to miss the last session but I am...not ok.",T,55987,"['morphine', 'muscle relaxants']","['morphine', 'cyclobenzaprine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"MORPHINE has helped ME for years and allows me to have somewhat of a normal life.The disks in my spine are disintegrating and without this med. I am a wreck. NO ONE can tolerate HORRIFIC, TERRIBLE nerve pain for very long. IT's  TORTURE !!!",T,56077,"['morphine', 'nerve pain']","['pregabalin', 'morphine']","['morphine', 'nerve pain']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Question. I have Sickle Cell. When I'm admitted, I regularly take 2 mg dilaudid, 25 benadryl every 3 hrs.When Puerto Rico got hit,there was a shortage. I opted for fentanyl over morphine. 50mcg of it every 3 hrs. When they ran out, it was 4mg of Morphine. What would my levels be?",T,56113,"['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine']",5
"I have Sickle Cell. When I'm admitted, I regularly take 2 mg dilaudid, 25 benadryl every 3 hrs. When Puerto Rico got hit, there was a shortage. I opted for fentanyl over morphine. 50mcg of it every 3 hrs. When they ran out, it was 4mg of Morphine. What would my levels be?",T,56114,"['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine']",5
"Someone not used to it.. When I'm admitted, I regularly take 2 mg dilaudid, 25 benadryl every 3 hrs. When Puerto Rico got hit, there was a shortage. I opted for fentanyl over morphine. 50mcg of it every 3 hrs. When they ran out, it was 4mg of Morphine. What would my levels be?",T,56115,"['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'benadryl', 'fentanyl', 'morphine', 'morphine']","['diphenhydramine', 'fentanyl', 'morphine', 'hydromorphone']","['dilaudid', 'fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine']",5
"Meta-analysis finds postoperative gabapentin administration to have negligible impact on postoperative pain, cumulative morphine consumption, and incidence adverse effects after total hip or knee arthroplasty :",T,56133,"['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",2
"Ah, I'm not sure I've had that one. I've got liquid morphine (does FA), Oxycodone, Pregabalin, and Naproxen. I STILL can't find a combination that genuinely leaves me pain-free.",T,56321,"['liquid morphine', 'oxycodone', 'pregabalin']","['pregabalin', 'morphine', 'oxycodone']","['liquid morphine', 'oxycodone', 'pregabalin']","['pregabalin', 'morphine', 'oxycodone']","['morphine', 'oxycodone', 'pregabalin']","['pregabalin', 'morphine', 'oxycodone']","['morphine', 'oxycodone', 'pregabalin']","['pregabalin', 'morphine', 'oxycodone']","['morphine', 'oxycodone', 'pregabalin']","['pregabalin', 'morphine', 'oxycodone']",3
"""Pregabalin (Lyrica) was more effective than morphine for relieving pain radiating from the back down the leg""",T,56507,"['pregabalin', 'lyrica', 'morphine']","['pregabalin', 'morphine']","['pregabalin', 'lyrica', 'morphine']","['pregabalin', 'morphine']","['pregabalin', 'lyrica', 'morphine']","['pregabalin', 'morphine']","['pregabalin', 'lyrica', 'morphine']","['pregabalin', 'morphine']","['pregabalin', 'morphine']","['pregabalin', 'morphine']",3
"Shit's good, man. Ativan, Lorazepam, Clonazapam. 🤣 Oh, and Morphine. Hahaha",T,56509,"['ativan', 'lorazepam', 'morphine']","['lorazepam', 'morphine']","['ativan', 'lorazepam', 'morphine']","['lorazepam', 'morphine']","['ativan', 'lorazepam', 'morphine']","['lorazepam', 'morphine']","['ativan', 'lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']","['lorazepam', 'morphine']",3
Fentanyl is routinely used by Anesthesiologists in procedural environments due to quick onset and shorter half life. It doesn't cause histamine release like morphine. ED typically uses morphine or dilaudid for many very good reasons.,T,56520,"['fentanyl', 'shorter half life', 'morphine', 'morphine', 'dilaudid']","['fentanyl', 'hydromorphone', 'morphine', 'nordiazepam']","['fentanyl', 'morphine', 'morphine', 'dilaudid']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine', 'dilaudid']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine', 'dilaudid']","['fentanyl', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'morphine']","['fentanyl', 'morphine']",5
"""I have #Fibromyalgia, you probably dont believe thats a real thing""

And you would be correct lady I dont congrats 👏 and no im not giving you morphine",T,56620,"['fibromyalgia', 'morphine']","['pregabalin', 'morphine']","['fibromyalgia', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
Should have seen what morphine and Demerol did to me when giving birth to my kids!!! I am not meant to take strong meds. 😜🤣 actually best birth I had was my last child. All natural. It was fantastic.,T,56659,"['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'demerol']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
"When there is a shortage and I can not get those particular strains, well, last time I ended up 20 pounds underweight for a second time. Another strain is the only one that controls certain nerve pain. Morphine won't even touch this crap. If I'm out, I'm suffering. Let me grow!",F,56667,"['nerve pain', 'morphine']","['pregabalin', 'morphine']","['nerve pain', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
Tell me about it .I'm riddled with it .and bog all can be done. Morphine and gabapentin does very little and I take loads,T,56692,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
"I had been hit by a car while pregnant, had my muscloskeletal system in bits and at the time, my fibromyalgia hadn't been diagnosed. I was allergic to those meds (basically all forms of morphine, and my skin isn't too happy with fentanyl patches). And all I wanted was to work.",F,56832,"['fibromyalgia', 'morphine', 'fentanyl patches']","['pregabalin', 'fentanyl', 'morphine']","['fibromyalgia', 'morphine', 'fentanyl patches']","['pregabalin', 'fentanyl', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']",3
"Lots of nerve pain and twinges in between today. It's been pretty unpleasant.

Finally passed the majority of the bulk from my internal organs (damn you morphine!!) so I am feeling a lot better... so it's time for…",F,56941,"['nerve pain', 'morphine']","['pregabalin', 'morphine']","['nerve pain', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Dear  - yr mag calls whiplash a 'minor' and unsubstantiated injury? (Current RACQ mag, CTP debate) I beg to differ, cracking spine like a whip causes all kinds of short/long term problems, inc visible ones, poss disk disintegration+ pain even morphine doesn't help.",F,56989,"['beg', 'morphine']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],"['beg', 'morphine']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
went to the doctor for the THIRD time today & they prescribed me good shit y'all. codeine & a muscle relaxer. im bout to be high all day🙂,T,57215,"['doctor', 'codeine', 'muscle relaxer']","['codeine', 'cyclobenzaprine', 'mdma']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],"['doctor', 'codeine']","['codeine', 'mdma']",3
"Promethazine/Codeine Syrup , Xanax, Demerol & Beer the only things that been in my system for 3 days straight",T,57486,"['codeine syrup', 'demerol']","['codeine', 'meperidine']",['codeine syrup'],['codeine'],"['codeine', 'demerol']","['codeine', 'meperidine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"Same. Grandparents instead of mother though. They once insisted I wait for them to go shopping because it was ""selfish"" to beg to be taken to urgentcare. After waiting +1hr for them to come back, I ended up in ER for about 13 hrs on morphine for a 7mm kidney stone. 🙃",T,57660,"['mother', 'beg', 'morphine']","['benzoylecgonine', 'morphine', 'delta-9-thc-cooh']",['morphine'],['morphine'],"['beg', 'morphine']","['benzoylecgonine', 'morphine']",['morphine'],['morphine'],"['mother', 'morphine']","['morphine', 'delta-9-thc-cooh']",3
"Welp they got me on morphine, ativan and antibiotics. Gall bladder is huge , liver is wonky… and they're worrying I might be going septic.",T,57739,"['morphine', 'ativan', 'wonky']","['ketamine', 'lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'wonky']","['ketamine', 'morphine']",3
"The barbiturates were released into the person first, as soon as the person began to fall asleep,  amphetamines were released. Other experiments involved heroin, morphine, temazepam (used under code name MKSEARCH), mescaline, psilocybin, scopolamine, alcohol and sodium pentothal.",T,57749,"['amphetamines', 'morphine', 'temazepam', 'psilocybin']","['methamphetamine', 'psilocybin', 'morphine', 'temazepam']","['amphetamines', 'morphine', 'temazepam', 'psilocybin']","['methamphetamine', 'psilocybin', 'morphine', 'temazepam']","['morphine', 'temazepam', 'psilocybin']","['psilocybin', 'morphine', 'temazepam']","['morphine', 'temazepam', 'psilocybin']","['psilocybin', 'morphine', 'temazepam']","['morphine', 'temazepam', 'psilocybin']","['psilocybin', 'morphine', 'temazepam']",4
Hospitalized 4 days on a morphine drip. Worst pain I've ever had. Still experience nerve pain in the area. Wouldn't wish shingles on anyone. It's horrible.,T,57752,"['morphine', 'nerve pain']","['pregabalin', 'morphine']","['morphine', 'nerve pain']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"When my sister died of lung cancer and was in hospice, the IV morphine and Ativan truly helped both her trouble breathing and her anxiety. It really helped my sister. Hope it can help Steph.",T,57790,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
Morphine'd up in hospital listening to  and oasis. If carlsberg did crippling nerve pain 👌🏻😉😁,T,57798,"['morphine', 'nerve pain']","['pregabalin', 'morphine']","['morphine', 'nerve pain']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
I'm already maxed out on 3 different nerve pain tablets as well as oxy which is 5 times stronger than morphine. Been on them for 5 years. The stimulator was the last thing that could help but it's caused the pain to spread. Thank u mate I've just had enough of it now 🥺,T,57801,"['nerve pain', ' oxy', 'morphine', 'stimulator']","['pregabalin', 'methamphetamine', 'morphine', 'oxycodone']","['nerve pain', ' oxy', 'morphine', 'stimulator']","['pregabalin', 'methamphetamine', 'morphine', 'oxycodone']",['morphine'],['morphine'],['morphine'],['morphine'],"['oxy', 'morphine']","['morphine', 'oxycodone']",4
Codeine is metabolized by CYP2D6 to the active metabolite morphine. I discuss how this can be affected by genetics as well as other medications.,T,57890,"['codeine', 'metabolite', 'morphine']","['benzoylecgonine', 'codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']",3
"My wreck was in 98.  Started surgeries in 1998. 2000. 2012. Put on the pounds from Gabapentin definitely. 50 I would guess.  

I still take Diamox for my brain. They had me on morphine for 9 years. So thankful to be off that.  

Damn. We suffer.",T,57894,"['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",2
"Been on Morphine Sulphate Tabs for years. Now 100mg twice a day. Also on 2 other painkillers, nerve blockers and Muscle relaxers. They told me in 1990 that I'd be in a wheelchair permanently in 2yrs. Still not. Use one now and then but I'm determined. Hate all the tablets I'm on.",T,57910,"['morphine sulphate', 'tabs', 'painkillers', 'muscle relaxers']","['lsd', 'hydrocodone', 'morphine', 'cyclobenzaprine']","['morphine sulphate', 'painkillers']","['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],"['morphine', 'tabs']","['lsd', 'morphine']",4
How soon before Rush starts his short-course treatment of morphine and Ativan?,F,58089,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
i seriously cannot wait for dealer to be released. the raw emotion lana has in that song is so amazing and ik it's already one of the best songs on blue banisters,F,58183,"['emotion', 'blue']","['methamphetamine', 'lorazepam']",['blue'],['fentanyl'],['emotion'],['lorazepam'],[],[],['blue'],['methamphetamine'],2
"We have to find Lin's dealer, and beg them to stop selling to Lin.",T,58300,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
The passionate vibe dealer never a dull moment of silence for bathroom Rick🤣,T,58497,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
How the death dealer Selene,T,58574,['selene'],['meprobamate'],[],[],['selene'],['meprobamate'],[],[],[],[],1
